0,720,0,0,0,0,0,0,0,0,0,0,0
720,760,2,0,0,0,0,0,0,0,0,0,0
760,800,6,0,0,0,0,0,0,0,0,0,0
800,840,10,0,0,0,0,0,0,0,0,0,0
840,880,14,0,0,0,0,0,0,0,0,0,0
880,920,18,0,0,0,0,0,0,0,0,0,0
920,960,22,0,0,0,0,0,0,0,0,0,0
960,1000,26,0,0,0,0,0,0,0,0,0,0
1000,1040,30,0,0,0,0,0,0,0,0,0,0
1040,1080,34,1,0,0,0,0,0,0,0,0,0
1080,1120,38,5,0,0,0,0,0,0,0,0,0
1120,1160,42,9,0,0,0,0,0,0,0,0,0
1160,1200,46,13,0,0,0,0,0,0,0,0,0
1200,1240,50,17,0,0,0,0,0,0,0,0,0
1240,1280,54,21,0,0,0,0,0,0,0,0,0
1280,1320,58,25,0,0,0,0,0,0,0,0,0
1320,1360,62,29,0,0,0,0,0,0,0,0,0
1360,1400,66,33,0,0,0,0,0,0,0,0,0
1400,1440,70,37,4,0,0,0,0,0,0,0,0
1440,1480,74,41,8,0,0,0,0,0,0,0,0
1480,1520,78,45,12,0,0,0,0,0,0,0,0
1520,1560,82,49,16,0,0,0,0,0,0,0,0
1560,1600,86,53,20,0,0,0,0,0,0,0,0
1600,1640,90,57,24,0,0,0,0,0,0,0,0
1640,1680,94,61,28,0,0,0,0,0,0,0,0
1680,1720,98,65,32,0,0,0,0,0,0,0,0
1720,1760,102,69,36,2,0,0,0,0,0,0,0
1760,1800,106,73,40,6,0,0,0,0,0,0,0
1800,1840,110,77,44,10,0,0,0,0,0,0,0
1840,1880,114,81,48,14,0,0,0,0,0,0,0
1880,1920,118,85,52,18,0,0,0,0,0,0,0
1920,1960,122,89,56,22,0,0,0,0,0,0,0
1960,2000,126,93,60,26,0,0,0,0,0,0,0
2000,2040,130,97,64,30,0,0,0,0,0,0,0
2040,2080,134,101,68,34,1,0,0,0,0,0,0
2080,2120,138,105,72,38,5,0,0,0,0,0,0
2120,2160,142,109,76,42,9,0,0,0,0,0,0
2160,2200,146,113,80,46,13,0,0,0,0,0,0
2200,2240,150,117,84,50,17,0,0,0,0,0,0
2240,2280,155,121,88,54,21,0,0,0,0,0,0
2280,2320,161,125,92,58,25,0,0,0,0,0,0
2320,2360,167,129,96,62,29,0,0,0,0,0,0
2360,2400,173,133,100,66,33,0,0,0,0,0,0
2400,2440,179,137,104,70,37,4,0,0,0,0,0
2440,2480,185,141,108,74,41,8,0,0,0,0,0
2480,2520,191,145,112,78,45,12,0,0,0,0,0
2520,2560,197,149,116,82,49,16,0,0,0,0,0
2560,2600,203,153,120,86,53,20,0,0,0,0,0
2600,2640,209,159,124,90,57,24,0,0,0,0,0
2640,2680,215,165,128,94,61,28,0,0,0,0,0
2680,2720,221,171,132,98,65,32,0,0,0,0,0
2720,2760,227,177,136,102,69,36,2,0,0,0,0
2760,2800,233,183,140,106,73,40,6,0,0,0,0
2800,2840,239,189,144,110,77,44,10,0,0,0,0
2840,2880,245,195,148,114,81,48,14,0,0,0,0
2880,2920,251,201,152,118,85,52,18,0,0,0,0
2920,2960,257,207,157,122,89,56,22,0,0,0,0
2960,3000,263,213,163,126,93,60,26,0,0,0,0
3000,3040,269,219,169,130,97,64,30,0,0,0,0
3040,3080,275,225,175,134,101,68,34,1,0,0,0
3080,3120,281,231,181,138,105,72,38,5,0,0,0
3120,3160,287,237,187,142,109,76,42,9,0,0,0
3160,3200,293,243,193,146,113,80,46,13,0,0,0
3200,3240,299,249,199,150,117,84,50,17,0,0,0
3240,3280,305,255,205,155,121,88,54,21,0,0,0
3280,3320,311,261,211,161,125,92,58,25,0,0,0
3320,3360,317,267,217,167,129,96,62,29,0,0,0
3360,3400,323,273,223,173,133,100,66,33,0,0,0
3400,3440,329,279,229,179,137,104,70,37,4,0,0
3440,3480,335,285,235,185,141,108,74,41,8,0,0
3480,3520,341,291,241,191,145,112,78,45,12,0,0
3520,3560,347,297,247,197,149,116,82,49,16,0,0
3560,3600,353,303,253,203,153,120,86,53,20,0,0
3600,3640,359,309,259,209,159,124,90,57,24,0,0
3640,3680,365,315,265,215,165,128,94,61,28,0,0
3680,3720,371,321,271,221,171,132,98,65,32,0,0
3720,3760,377,327,277,227,177,136,102,69,36,2,0
3760,3800,383,333,283,233,183,140,106,73,40,6,0
3800,3840,389,339,289,239,189,144,110,77,44,10,0
3840,3880,395,345,295,245,195,148,114,81,48,14,0
3880,3920,401,351,301,251,201,152,118,85,52,18,0
3920,3960,407,357,307,257,207,157,122,89,56,22,0
3960,4000,413,363,313,263,213,163,126,93,60,26,0
4000,4040,419,369,319,269,219,169,130,97,64,30,0
4040,4080,425,375,325,275,225,175,134,101,68,34,1
4080,4120,431,381,331,281,231,181,138,105,72,38,5
4120,4160,437,387,337,287,237,187,142,109,76,42,9
4160,4200,443,393,343,293,243,193,146,113,80,46,13
4200,4240,449,399,349,299,249,199,150,117,84,50,17
4240,4280,455,405,355,305,255,205,155,121,88,54,21
4280,4320,461,411,361,311,261,211,161,125,92,58,25
4320,4360,467,417,367,317,267,217,167,129,96,62,29
4360,4400,473,423,373,323,273,223,173,133,100,66,33
4400,4440,479,429,379,329,279,229,179,137,104,70,37
4440,4480,485,435,385,335,285,235,185,141,108,74,41
4480,4520,491,441,391,341,291,241,191,145,112,78,45
4520,4560,497,447,397,347,297,247,197,149,116,82,49
4560,4600,503,453,403,353,303,253,203,153,120,86,53
4600,4640,509,459,409,359,309,259,209,159,124,90,57
4640,4680,515,465,415,365,315,265,215,165,128,94,61
4680,4720,521,471,421,371,321,271,221,171,132,98,65
4720,4760,527,477,427,377,327,277,227,177,136,102,69
4760,4800,533,483,433,383,333,283,233,183,140,106,73
4800,4840,539,489,439,389,339,289,239,189,144,110,77
4840,4880,545,495,445,395,345,295,245,195,148,114,81
4880,4920,551,501,451,401,351,301,251,201,152,118,85
4920,4960,557,507,457,407,357,307,257,207,157,122,89
4960,5000,563,513,463,413,363,313,263,213,163,126,93
5000,5040,569,519,469,419,369,319,269,219,169,130,97
5040,5080,575,525,475,425,375,325,275,225,175,134,101
5080,5120,581,531,481,431,381,331,281,231,181,138,105
5120,5160,587,537,487,437,387,337,287,237,187,142,109
5160,5200,593,543,493,443,393,343,293,243,193,146,113
5200,5240,599,549,499,449,399,349,299,249,199,150,117
5240,5280,605,555,505,455,405,355,305,255,205,155,121
5280,5320,611,561,511,461,411,361,311,261,211,161,125
5320,5360,617,567,517,467,417,367,317,267,217,167,129
5360,5400,623,573,523,473,423,373,323,273,223,173,133
5400,5440,629,579,529,479,429,379,329,279,229,179,137
5440,5480,635,585,535,485,435,385,335,285,235,185,141
5480,5520,641,591,541,491,441,391,341,291,241,191,145
5520,5560,647,597,547,497,447,397,347,297,247,197,149
5560,5600,653,603,553,503,453,403,353,303,253,203,153
5600,5640,659,609,559,509,459,409,359,309,259,209,159
5640,5680,665,615,565,515,465,415,365,315,265,215,165
5680,5720,671,621,571,521,471,421,371,321,271,221,171
5720,5760,677,627,577,527,477,427,377,327,277,227,177
5760,5800,683,633,583,533,483,433,383,333,283,233,183
5800,5840,689,639,589,539,489,439,389,339,289,239,189
5840,5880,695,645,595,545,495,445,395,345,295,245,195
5880,5920,701,651,601,551,501,451,401,351,301,251,201
