,,$0 ,$39 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,39 ,42 ,,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,42 ,45 ,,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,45 ,48 ,,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,48 ,51 ,,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,51 ,54 ,,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,54 ,57 ,,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,57 ,60 ,,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,60 ,63 ,,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,63 ,66 ,,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,66 ,69 ,,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,69 ,72 ,,4 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,72 ,75 ,,4 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,75 ,78 ,,4 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,78 ,81 ,,5 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,81 ,84 ,,5 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,84 ,87 ,,5 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,87 ,90 ,,6 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,90 ,93 ,,6 ,4 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,93 ,96 ,,6 ,5 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,96 ,99 ,,6 ,5 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,99 ,102 ,,7 ,5 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
,,102 ,105 ,,7 ,6 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
,,105 ,108 ,,7 ,6 ,4 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
,,108 ,111 ,,8 ,6 ,5 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
,,111 ,114 ,,8 ,6 ,5 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
,,114 ,117 ,,9 ,7 ,5 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
,,117 ,120 ,,9 ,7 ,5 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
,,120 ,123 ,,10 ,7 ,6 ,4 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
,,123 ,126 ,,10 ,8 ,6 ,5 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
,,126 ,129 ,,11 ,8 ,6 ,5 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
,,129 ,132 ,,11 ,9 ,7 ,5 ,4 ,2 ,1 ,0 ,0 ,0 ,0 
,,132 ,135 ,,12 ,9 ,7 ,5 ,4 ,2 ,1 ,0 ,0 ,0 ,0 
,,135 ,138 ,,12 ,10 ,7 ,6 ,4 ,3 ,1 ,0 ,0 ,0 ,0 
,,138 ,141 ,,12 ,10 ,8 ,6 ,4 ,3 ,1 ,0 ,0 ,0 ,0 
,,141 ,144 ,,13 ,11 ,8 ,6 ,5 ,3 ,2 ,0 ,0 ,0 ,0 
,,144 ,147 ,,13 ,11 ,9 ,7 ,5 ,4 ,2 ,0 ,0 ,0 ,0 
,,147 ,150 ,,14 ,11 ,9 ,7 ,5 ,4 ,2 ,1 ,0 ,0 ,0 
,,150 ,153 ,,14 ,12 ,10 ,7 ,6 ,4 ,3 ,1 ,0 ,0 ,0 
,,153 ,156 ,,15 ,12 ,10 ,8 ,6 ,4 ,3 ,1 ,0 ,0 ,0 
,,156 ,159 ,,15 ,13 ,11 ,8 ,6 ,5 ,3 ,2 ,0 ,0 ,0 
,,159 ,162 ,,16 ,13 ,11 ,9 ,7 ,5 ,4 ,2 ,0 ,0 ,0 
,,162 ,165 ,,16 ,14 ,11 ,9 ,7 ,5 ,4 ,2 ,1 ,0 ,0 
,,165 ,168 ,,16 ,14 ,12 ,10 ,7 ,6 ,4 ,3 ,1 ,0 ,0 
,,168 ,171 ,,17 ,15 ,12 ,10 ,8 ,6 ,4 ,3 ,1 ,0 ,0 
,,171 ,174 ,,17 ,15 ,13 ,10 ,8 ,6 ,5 ,3 ,2 ,0 ,0 
,,174 ,177 ,,18 ,16 ,13 ,11 ,9 ,7 ,5 ,3 ,2 ,0 ,0 
,,177 ,180 ,,18 ,16 ,14 ,11 ,9 ,7 ,5 ,4 ,2 ,1 ,0 
,,180 ,183 ,,19 ,16 ,14 ,12 ,9 ,7 ,6 ,4 ,3 ,1 ,0 
,,183 ,186 ,,19 ,17 ,15 ,12 ,10 ,8 ,6 ,4 ,3 ,1 ,0 
,,186 ,189 ,,20 ,17 ,15 ,13 ,10 ,8 ,6 ,5 ,3 ,2 ,0 
,,189 ,192 ,,20 ,18 ,15 ,13 ,11 ,9 ,7 ,5 ,3 ,2 ,0 
,,192 ,195 ,,21 ,18 ,16 ,14 ,11 ,9 ,7 ,5 ,4 ,2 ,1 
,,195 ,198 ,,21 ,19 ,16 ,14 ,12 ,9 ,7 ,6 ,4 ,2 ,1 
,,198 ,201 ,,21 ,19 ,17 ,14 ,12 ,10 ,8 ,6 ,4 ,3 ,1 
,,201 ,204 ,,22 ,20 ,17 ,15 ,13 ,10 ,8 ,6 ,5 ,3 ,2 
,,204 ,207 ,,22 ,20 ,18 ,15 ,13 ,11 ,8 ,6 ,5 ,3 ,2 
,,207 ,210 ,,23 ,20 ,18 ,16 ,14 ,11 ,9 ,7 ,5 ,4 ,2 
,,210 ,213 ,,23 ,21 ,19 ,16 ,14 ,12 ,9 ,7 ,6 ,4 ,2 
,,213 ,216 ,,24 ,21 ,19 ,17 ,14 ,12 ,10 ,8 ,6 ,4 ,3 
,,216 ,219 ,,24 ,22 ,20 ,17 ,15 ,13 ,10 ,8 ,6 ,5 ,3 
,,219 ,222 ,,25 ,22 ,20 ,18 ,15 ,13 ,11 ,8 ,6 ,5 ,3 
,,222 ,225 ,,25 ,23 ,20 ,18 ,16 ,13 ,11 ,9 ,7 ,5 ,4 
,,225 ,228 ,,25 ,23 ,21 ,19 ,16 ,14 ,12 ,9 ,7 ,5 ,4 
,,228 ,231 ,,26 ,24 ,21 ,19 ,17 ,14 ,12 ,10 ,7 ,6 ,4 
,,231 ,234 ,,26 ,24 ,22 ,19 ,17 ,15 ,13 ,10 ,8 ,6 ,5 
,,234 ,237 ,,27 ,25 ,22 ,20 ,18 ,15 ,13 ,11 ,8 ,6 ,5 
