,,$0 ,$15 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,15 ,18 ,,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,18 ,21 ,,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,21 ,24 ,,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,24 ,27 ,,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,27 ,30 ,,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,30 ,33 ,,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,33 ,36 ,,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,36 ,39 ,,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,39 ,42 ,,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,42 ,45 ,,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,45 ,48 ,,4 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,48 ,51 ,,4 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,51 ,54 ,,5 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,54 ,57 ,,5 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,57 ,60 ,,6 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,60 ,63 ,,6 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,63 ,66 ,,7 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,66 ,69 ,,7 ,5 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,69 ,72 ,,7 ,5 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,72 ,75 ,,8 ,6 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,75 ,78 ,,8 ,6 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,78 ,81 ,,9 ,7 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,81 ,84 ,,9 ,7 ,5 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,84 ,87 ,,10 ,7 ,5 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,87 ,90 ,,10 ,8 ,6 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,90 ,93 ,,11 ,8 ,6 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,
,,93 ,96 ,,11 ,9 ,6 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,
,,96 ,99 ,,12 ,9 ,7 ,5 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,
,,99 ,102 ,,12 ,10 ,7 ,5 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,
,,102 ,105 ,,12 ,10 ,8 ,6 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,
,,105 ,108 ,,13 ,11 ,8 ,6 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,
,,108 ,111 ,,13 ,11 ,9 ,6 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,
,,111 ,114 ,,14 ,11 ,9 ,7 ,5 ,3 ,1 ,0 ,0 ,0 ,0 ,
,,114 ,117 ,,14 ,12 ,10 ,7 ,5 ,3 ,1 ,0 ,0 ,0 ,0 ,
,,117 ,120 ,,15 ,12 ,10 ,8 ,5 ,3 ,2 ,0 ,0 ,0 ,0 ,
,,120 ,123 ,,15 ,13 ,11 ,8 ,6 ,4 ,2 ,0 ,0 ,0 ,0 ,
,,123 ,126 ,,16 ,13 ,11 ,9 ,6 ,4 ,2 ,1 ,0 ,0 ,0 ,
,,126 ,129 ,,16 ,14 ,11 ,9 ,7 ,4 ,3 ,1 ,0 ,0 ,0 ,
,,129 ,132 ,,16 ,14 ,12 ,10 ,7 ,5 ,3 ,1 ,0 ,0 ,0 ,
,,132 ,135 ,,17 ,15 ,12 ,10 ,8 ,5 ,3 ,2 ,0 ,0 ,0 ,
,,135 ,138 ,,17 ,15 ,13 ,10 ,8 ,6 ,4 ,2 ,0 ,0 ,0 ,
,,138 ,141 ,,18 ,16 ,13 ,11 ,9 ,6 ,4 ,2 ,1 ,0 ,0 ,
,,141 ,144 ,,18 ,16 ,14 ,11 ,9 ,7 ,4 ,3 ,1 ,0 ,0 ,
,,144 ,147 ,,19 ,16 ,14 ,12 ,9 ,7 ,5 ,3 ,1 ,0 ,0 ,
,,147 ,150 ,,19 ,17 ,15 ,12 ,10 ,8 ,5 ,3 ,2 ,0 ,0 ,
,,150 ,153 ,,20 ,17 ,15 ,13 ,10 ,8 ,6 ,3 ,2 ,0 ,0 ,
,,153 ,156 ,,20 ,18 ,15 ,13 ,11 ,9 ,6 ,4 ,2 ,1 ,0 ,
,,156 ,159 ,,21 ,18 ,16 ,14 ,11 ,9 ,7 ,4 ,3 ,1 ,0 ,
,,159 ,162 ,,22 ,19 ,16 ,14 ,12 ,9 ,7 ,5 ,3 ,1 ,0 ,
