,,$0 ,$170 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,170 ,175 ,,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,175 ,180 ,,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,180 ,185 ,,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,185 ,190 ,,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,190 ,195 ,,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,195 ,200 ,,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,200 ,210 ,,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,210 ,220 ,,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,220 ,230 ,,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,230 ,240 ,,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,240 ,250 ,,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,250 ,260 ,,9 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,260 ,270 ,,10 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,270 ,280 ,,11 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,280 ,290 ,,12 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,290 ,300 ,,13 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,300 ,310 ,,14 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,310 ,320 ,,15 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,320 ,330 ,,16 ,8 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,330 ,340 ,,17 ,9 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,340 ,350 ,,18 ,10 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,350 ,360 ,,19 ,11 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,360 ,370 ,,20 ,12 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,370 ,380 ,,21 ,13 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,380 ,390 ,,22 ,14 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,390 ,400 ,,23 ,15 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,400 ,410 ,,24 ,16 ,9 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,410 ,420 ,,25 ,17 ,10 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,420 ,430 ,,26 ,18 ,11 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,430 ,440 ,,27 ,19 ,12 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,440 ,450 ,,28 ,20 ,13 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,450 ,460 ,,29 ,21 ,14 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
