,,$0 ,$340 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,340 ,350 ,,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,350 ,360 ,,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,360 ,370 ,,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,370 ,380 ,,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,380 ,390 ,,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,390 ,400 ,,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,400 ,410 ,,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,410 ,420 ,,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,420 ,430 ,,9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,430 ,440 ,,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,440 ,450 ,,11 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,450 ,460 ,,12 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,460 ,470 ,,13 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,470 ,480 ,,14 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,480 ,490 ,,15 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,490 ,500 ,,16 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,500 ,520 ,,18 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,520 ,540 ,,20 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,540 ,560 ,,22 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,560 ,580 ,,24 ,9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,580 ,600 ,,26 ,11 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,600 ,620 ,,28 ,13 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,620 ,640 ,,30 ,15 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,640 ,660 ,,32 ,17 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,660 ,680 ,,34 ,19 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,680 ,700 ,,36 ,21 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,700 ,720 ,,38 ,23 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,720 ,740 ,,40 ,25 ,9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,740 ,760 ,,42 ,27 ,11 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,760 ,780 ,,44 ,29 ,13 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,780 ,800 ,,46 ,31 ,15 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,800 ,820 ,,48 ,33 ,17 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,820 ,840 ,,50 ,35 ,19 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,840 ,860 ,,52 ,37 ,21 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,860 ,880 ,,54 ,39 ,23 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,880 ,900 ,,56 ,41 ,25 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,900 ,920 ,,58 ,43 ,27 ,12 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,920 ,940 ,,60 ,45 ,29 ,14 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,940 ,960 ,,62 ,47 ,31 ,16 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,960 ,980 ,,64 ,49 ,33 ,18 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
,,980 ,1000 ,,66 ,51 ,35 ,20 ,4 ,0 ,0 ,0 ,0 ,0 ,0 
,,1000 ,1020 ,,68 ,53 ,37 ,22 ,6 ,0 ,0 ,0 ,0 ,0 ,0 
,,1020 ,1040 ,,70 ,55 ,39 ,24 ,8 ,0 ,0 ,0 ,0 ,0 ,0 
,,1040 ,1060 ,,72 ,57 ,41 ,26 ,10 ,0 ,0 ,0 ,0 ,0 ,0 
,,1060 ,1080 ,,75 ,59 ,43 ,28 ,12 ,0 ,0 ,0 ,0 ,0 ,0 
,,1080 ,1100 ,,78 ,61 ,45 ,30 ,14 ,0 ,0 ,0 ,0 ,0 ,0 
,,1100 ,1120 ,,81 ,63 ,47 ,32 ,16 ,1 ,0 ,0 ,0 ,0 ,0 
,,1120 ,1140 ,,84 ,65 ,49 ,34 ,18 ,3 ,0 ,0 ,0 ,0 ,0 
,,1140 ,1160 ,,87 ,67 ,51 ,36 ,20 ,5 ,0 ,0 ,0 ,0 ,0 
,,1160 ,1180 ,,90 ,69 ,53 ,38 ,22 ,7 ,0 ,0 ,0 ,0 ,0 
,,1180 ,1200 ,,93 ,71 ,55 ,40 ,24 ,9 ,0 ,0 ,0 ,0 ,0 
,,1200 ,1220 ,,96 ,73 ,57 ,42 ,26 ,11 ,0 ,0 ,0 ,0 ,0 
,,1220 ,1240 ,,99 ,76 ,59 ,44 ,28 ,13 ,0 ,0 ,0 ,0 ,0 
,,1240 ,1260 ,,102 ,79 ,61 ,46 ,30 ,15 ,0 ,0 ,0 ,0 ,0 
,,1260 ,1280 ,,105 ,82 ,63 ,48 ,32 ,17 ,2 ,0 ,0 ,0 ,0 
,,1280 ,1300 ,,108 ,85 ,65 ,50 ,34 ,19 ,4 ,0 ,0 ,0 ,0 
,,1300 ,1320 ,,111 ,88 ,67 ,52 ,36 ,21 ,6 ,0 ,0 ,0 ,0 
,,1320 ,1340 ,,114 ,91 ,69 ,54 ,38 ,23 ,8 ,0 ,0 ,0 ,0 
,,1340 ,1360 ,,117 ,94 ,71 ,56 ,40 ,25 ,10 ,0 ,0 ,0 ,0 
,,1360 ,1380 ,,120 ,97 ,74 ,58 ,42 ,27 ,12 ,0 ,0 ,0 ,0 
,,1380 ,1400 ,,123 ,100 ,77 ,60 ,44 ,29 ,14 ,0 ,0 ,0 ,0 
,,1400 ,1420 ,,126 ,103 ,80 ,62 ,46 ,31 ,16 ,0 ,0 ,0 ,0 
,,1420 ,1440 ,,129 ,106 ,83 ,64 ,48 ,33 ,18 ,2 ,0 ,0 ,0 
,,1440 ,1460 ,,132 ,109 ,86 ,66 ,50 ,35 ,20 ,4 ,0 ,0 ,0 
,,1460 ,1480 ,,135 ,112 ,89 ,68 ,52 ,37 ,22 ,6 ,0 ,0 ,0 
,,1480 ,1500 ,,138 ,115 ,92 ,70 ,54 ,39 ,24 ,8 ,0 ,0 ,0 
,,1500 ,1520 ,,141 ,118 ,95 ,72 ,56 ,41 ,26 ,10 ,0 ,0 ,0 
,,1520 ,1540 ,,144 ,121 ,98 ,75 ,58 ,43 ,28 ,12 ,0 ,0 ,0 
,,1540 ,1560 ,,147 ,124 ,101 ,78 ,60 ,45 ,30 ,14 ,0 ,0 ,0 
,,1560 ,1580 ,,150 ,127 ,104 ,81 ,62 ,47 ,32 ,16 ,1 ,0 ,0 
,,1580 ,1600 ,,153 ,130 ,107 ,84 ,64 ,49 ,34 ,18 ,3 ,0 ,0 
,,1600 ,1620 ,,156 ,133 ,110 ,87 ,66 ,51 ,36 ,20 ,5 ,0 ,0 
,,1620 ,1640 ,,159 ,136 ,113 ,90 ,68 ,53 ,38 ,22 ,7 ,0 ,0 
,,1640 ,1660 ,,162 ,139 ,116 ,93 ,70 ,55 ,40 ,24 ,9 ,0 ,0 
,,1660 ,1680 ,,165 ,142 ,119 ,96 ,73 ,57 ,42 ,26 ,11 ,0 ,0 
,,1680 ,1700 ,,168 ,145 ,122 ,99 ,76 ,59 ,44 ,28 ,13 ,0 ,0 
,,1700 ,1720 ,,171 ,148 ,125 ,102 ,79 ,61 ,46 ,30 ,15 ,0 ,0 
,,1720 ,1740 ,,174 ,151 ,128 ,105 ,82 ,63 ,48 ,32 ,17 ,1 ,0 
,,1740 ,1760 ,,177 ,154 ,131 ,108 ,85 ,65 ,50 ,34 ,19 ,3 ,0 
,,1760 ,1780 ,,180 ,157 ,134 ,111 ,88 ,67 ,52 ,36 ,21 ,5 ,0 
,,1780 ,1800 ,,183 ,160 ,137 ,114 ,91 ,69 ,54 ,38 ,23 ,7 ,0 
,,1800 ,1820 ,,186 ,163 ,140 ,117 ,94 ,71 ,56 ,40 ,25 ,9 ,0 
,,1820 ,1840 ,,189 ,166 ,143 ,120 ,97 ,74 ,58 ,42 ,27 ,11 ,0 
,,1840 ,1860 ,,192 ,169 ,146 ,123 ,100 ,77 ,60 ,44 ,29 ,13 ,0 
,,1860 ,1880 ,,195 ,172 ,149 ,126 ,103 ,80 ,62 ,46 ,31 ,15 ,0 
,,1880 ,1900 ,,198 ,175 ,152 ,129 ,106 ,83 ,64 ,48 ,33 ,17 ,2 
,,1900 ,1920 ,,201 ,178 ,155 ,132 ,109 ,86 ,66 ,50 ,35 ,19 ,4 
,,1920 ,1940 ,,204 ,181 ,158 ,135 ,112 ,89 ,68 ,52 ,37 ,21 ,6 
,,1940 ,1960 ,,207 ,184 ,161 ,138 ,115 ,92 ,70 ,54 ,39 ,23 ,8 
,,1960 ,1980 ,,210 ,187 ,164 ,141 ,118 ,95 ,72 ,56 ,41 ,25 ,10 
,,1980 ,2000 ,,213 ,190 ,167 ,144 ,121 ,98 ,75 ,58 ,43 ,27 ,12 
,,2000 ,2020 ,,216 ,193 ,170 ,147 ,124 ,101 ,78 ,60 ,45 ,29 ,14 
,,2020 ,2040 ,,219 ,196 ,173 ,150 ,127 ,104 ,81 ,62 ,47 ,31 ,16 
